"date","message","Number of files","Number of lines","0 - Ruby","1 - Haml","2 - YAML","3 - SASS","4 - JSON"
"2015-11-24 11:04:58 +0000","Merge pull request #806 from ministryofjustice/post-auth-message  Post auth message","703","27010","19055","3187","1207","1343","936"
"2015-11-24 11:03:51 +0000","Merge pull request #807 from ministryofjustice/superadmin-copy-change  apply feedback from content designer","698","26930","18988","3184","1207","1343","936"
"2015-11-24 10:38:53 +0000","Merge pull request #802 from ministryofjustice/journey  UX: Update advocate journey map","698","26926","18988","3184","1203","1343","936"
"2015-11-23 12:28:10 +0000","Merge pull request #804 from ministryofjustice/content2  order in respect of judicial APPORTIONment,","698","26926","18988","3184","1203","1343","936"
"2015-11-23 11:56:35 +0000","Fixed broken test - Rep order","698","26926","18988","3184","1203","1343","936"
"2015-11-23 10:00:57 +0000","Merge pull request #803 from ministryofjustice/add-superadmin-advocate-management  Add superadmin advocate management","698","26926","18988","3184","1203","1343","936"
"2015-11-20 15:33:18 +0000","Merge pull request #801 from ministryofjustice/enable-js-error-capybara  Enable js error report from Capybara","690","26593","18757","3090","1182","1356","936"
"2015-11-20 12:32:11 +0000","Merge pull request #799 from ministryofjustice/add-sample-user-generation-to-smoke-test  API smoke test seeds sample users","690","26593","18757","3090","1182","1356","936"
"2015-11-20 10:00:06 +0000","Merge pull request #798 from ministryofjustice/remove_redundant_translation  removed redundant translation from error_messages.en.yml","690","26592","18756","3090","1182","1356","936"
"2015-11-20 08:47:36 +0000","Merge pull request #796 from ministryofjustice/validate_dates_attended_against_rep_order_date  some fees can be claimed for dates before the start of trial","690","26596","18756","3090","1186","1356","936"
"2015-11-19 21:29:56 +0000","Merge pull request #795 from ministryofjustice/refactor-and-cleanup-seeds  Refactor seeds, demo data and fix demo data generator: merging this but would be good to get the claims:sample_users task automatically running for a seed or reseed task on dev, demo and staging i reckon. we can ask SPOC to do this tomorrow.","690","26598","18758","3090","1186","1356","936"
"2015-11-19 16:54:04 +0000","Merge pull request #794 from ministryofjustice/empty_message_history_entries_bug  only paper_trail :state on claim model","688","26574","18734","3090","1186","1356","936"
"2015-11-19 13:21:14 +0000","Merge pull request #790 from ministryofjustice/superadmin-squashed-and-merged  Superadmin user and chamber admin","688","26563","18723","3090","1186","1356","936"
"2015-11-19 12:59:32 +0000","Merge pull request #792 from ministryofjustice/content1  Sentence casing in Expenses dropdown","665","26008","18363","2966","1136","1335","936"
"2015-11-19 12:31:46 +0000","Merge pull request #793 from ministryofjustice/add-archive-pending-delete-to-state-presenter  Add ""archive_pending_delete"" to state presenter","665","26008","18363","2966","1136","1335","936"
"2015-11-19 11:46:33 +0000","Merge pull request #791 from ministryofjustice/display-redetermination-and-written-reason-claims-on-advocates-dashboard  Display redetermination and written reason claims on advocate dashboard","665","26007","18362","2966","1136","1335","936"
"2015-11-19 11:33:31 +0000","Merge pull request #782 from ministryofjustice/fix-rejected-claim-cloning  Exclude certain associations from claim cloning","665","26004","18359","2966","1136","1335","936"
"2015-11-18 21:26:41 +0000","Merge pull request #786 from ministryofjustice/sentence_case_fee_types  Sentence case fee types","665","25996","18351","2966","1136","1335","936"
"2015-11-18 16:14:53 +0000","Merge pull request #784 from ministryofjustice/manual-claim-archival  Archive button to archive completed claims","665","25996","18351","2966","1136","1335","936"
"2015-11-18 15:44:59 +0000","Merge pull request #785 from ministryofjustice/content  Breach of a crown court order - sentence case","664","25955","18312","2964","1136","1335","936"
"2015-11-18 13:47:24 +0000","Merge pull request #781 from ministryofjustice/journey-maps  Add user journey maps for advocates and caseworkers","664","25955","18312","2964","1136","1335","936"
"2015-11-18 08:53:14 +0000","Merge pull request #780 from ministryofjustice/financial_summary_bug  determinations are created before assessment is made; use updated_at","664","25955","18312","2964","1136","1335","936"
"2015-11-17 17:07:27 +0000","Merge pull request #783 from ministryofjustice/fix-return-to-claim-button-on-certification  ""Return to claim"" goes back to claim form","664","25949","18306","2964","1136","1335","936"
"2015-11-17 14:13:02 +0000","Merge pull request #779 from ministryofjustice/refactor_json_examples  Refactor json examples","664","25949","18306","2964","1136","1335","936"
"2015-11-17 11:59:26 +0000","Merge pull request #778 from ministryofjustice/extend-reset-password-token-expiration  Extend expiration of reset password tokens to 7 days","664","25939","18296","2964","1136","1335","936"
"2015-11-17 08:38:30 +0000","Merge pull request #777 from ministryofjustice/code_climate_issues  remove duplicated code and reduce complexity","664","25939","18296","2964","1136","1335","936"
"2015-11-16 11:16:21 +0000","Merge pull request #776 from ministryofjustice/failed-success-mixed-import  Allow success messages with partially failed imports","664","25954","18311","2964","1136","1335","936"
"2015-11-13 11:21:10 +0000","Merge pull request #775 from ministryofjustice/json_importer_api_token  Json importer api token","664","25951","18311","2964","1136","1332","936"
"2015-11-12 18:01:07 +0000","Refactor conditional","664","25937","18311","2964","1136","1332","922"
"2015-11-12 17:59:52 +0000","Sentry only for staging and gamma","664","25935","18309","2964","1136","1332","922"
"2015-11-12 17:56:42 +0000","Filter params in sentry","664","25935","18309","2964","1136","1332","922"
"2015-11-12 17:38:17 +0000","Merge pull request #774 from ministryofjustice/whitelist-production-for-sentry-config  Only allow production for sentry","664","25934","18308","2964","1136","1332","922"
"2015-11-12 15:58:32 +0000","Merge pull request #773 from ministryofjustice/sentry-exception-logging-config  Sentry exception logging config","664","25933","18307","2964","1136","1332","922"
"2015-11-12 12:17:06 +0000","Merge pull request #772 from ministryofjustice/change_password_bug  change password page - keyword in rendered ruby was causing a bug","663","25926","18300","2964","1136","1332","922"
"2015-11-12 11:11:36 +0000","Merge pull request #770 from ministryofjustice/exclude-id-in-nav-links  ignore ID for case worker primary links","663","25922","18300","2960","1136","1332","922"
"2015-11-12 10:29:26 +0000","Merge pull request #769 from ministryofjustice/apply-invalid-date-to-dob  add invalid date translation missing from defendant dob","663","25922","18300","2960","1136","1332","922"
"2015-11-12 10:28:49 +0000","Merge pull request #771 from ministryofjustice/remove-max-fee-quantity-validation  Remove max fee quantity validation","663","25922","18300","2960","1136","1332","922"
"2015-11-12 10:12:51 +0000","Merge pull request #767 from ministryofjustice/refactor_feedback_and_bugreporting  Refactor feedback and bugreporting","663","25914","18292","2960","1136","1332","922"
"2015-11-11 13:05:33 +0000","Merge pull request #766 from ministryofjustice/remove-cracked-trial-validation  Remove cracked trial validation","661","25868","18246","2960","1136","1332","922"
"2015-11-11 10:09:26 +0000","Merge pull request #765 from ministryofjustice/fix-govukdatefield-error-handling  modify translator to handle gov_uk_date_fields error","661","25871","18249","2960","1136","1332","922"
"2015-11-10 14:25:48 +0000","Merge pull request #764 from ministryofjustice/dropzone-autodiscover  Fix Dropzone autodiscover bug introduced by linting","661","25824","18238","2960","1100","1332","922"
"2015-11-10 13:53:01 +0000","Merge pull request #763 from ministryofjustice/tweak-api-documentation  minor copy change to api documentation","661","25824","18238","2960","1100","1332","922"
"2015-11-10 13:37:03 +0000","Merge pull request #761 from ministryofjustice/js-clean-up  More JS Linting / clean-up","661","25824","18238","2960","1100","1332","922"
"2015-11-10 11:58:55 +0000","Merge pull request #762 from ministryofjustice/api-documentation-copy  Api documentation copy","662","25850","18238","2960","1100","1332","922"
"2015-11-09 16:56:11 +0000","Merge pull request #760 from ministryofjustice/refactor-case-type-trial-fields-display  Refactor case type trial fields show/hide to use backend logic","662","25848","18238","2962","1100","1328","922"
"2015-11-09 14:37:07 +0000","Merge pull request #759 from ministryofjustice/api-error-handling  Api error handling","659","25828","18217","2962","1100","1328","922"
"2015-11-09 10:39:35 +0000","Merge pull request #758 from ministryofjustice/do-not-require-trial-dates-for-guilty-plea  Trial dates not required for guilty plea","656","25548","18043","2962","994","1328","922"
"2015-11-06 13:22:55 +0000","Merge pull request #754 from ministryofjustice/js-fixes  JS fixes and improvements","656","25548","18043","2962","994","1328","922"
"2015-11-06 13:14:21 +0000","Merge pull request #757 from ministryofjustice/guilty-plea-trial-dates-display  Do not display trial date fields for guilty plea","656","25572","18043","2962","994","1328","922"
"2015-11-06 09:24:50 +0000","Merge pull request #756 from ministryofjustice/add-feedback-link  Add feedback message on the confirmation page","656","25572","18043","2962","994","1328","922"
"2015-11-05 16:49:37 +0000","Merge pull request #755 from ministryofjustice/add-cw-type-to-seeds  Add case worker roles to seed data","656","25570","18043","2960","994","1328","922"
"2015-11-05 13:56:45 +0000","Merge pull request #753 from ministryofjustice/bug-report  Remove ""Contact Us"" page and replace with ""Bug Report"" page.","656","25570","18043","2960","994","1328","922"
"2015-11-05 10:30:23 +0000","Merge pull request #752 from ministryofjustice/error-messages-copy-and-tidy  Error messages copy and tidy","651","25366","17859","2937","994","1328","922"
"2015-11-04 16:36:16 +0000","Merge pull request #751 from ministryofjustice/file-uploader-results  Update styles and format for JSON file uploader results messaging","651","25341","17836","2937","992","1328","922"
"2015-11-04 15:06:28 +0000","Merge pull request #750 from ministryofjustice/confirm_email  reduce the chances of admin creating new user with wrong email","651","25279","17836","2942","992","1308","922"
"2015-11-04 11:22:21 +0000","Merge pull request #748 from ministryofjustice/feedback  Re-order the questions and rephrase the intro/questions","651","25233","17813","2938","973","1308","922"
"2015-11-04 11:20:39 +0000","Merge pull request #749 from ministryofjustice/apply-error-messages-to-dates-attended  Apply error messages to dates attended","651","25236","17813","2940","973","1309","922"
"2015-11-04 11:02:18 +0000","Merge pull request #745 from ministryofjustice/js-refactor  JS Heisenberg-style refactor","649","25171","17782","2931","948","1309","922"
"2015-11-03 16:19:16 +0000","Merge pull request #744 from ministryofjustice/custom-file-uploader  Custom file uploader","649","25185","17782","2931","948","1301","922"
"2015-11-03 13:50:16 +0000","Merge pull request #747 from ministryofjustice/repurpose_forgot_password  Repurpose forgot password","646","25114","17782","2932","948","1267","922"
"2015-11-03 10:14:09 +0000","Merge pull request #746 from ministryofjustice/apply-translations-to-submodels  Apply translations to submodels","644","25058","17723","2942","948","1267","922"
"2015-11-02 16:13:59 +0000","Merge pull request #741 from ministryofjustice/add-gamma-to-rails-host  Add 'gamma' environment to list of environments for RailsHost","644","24994","17720","2942","887","1267","922"
"2015-11-02 15:43:10 +0000","Merge pull request #742 from ministryofjustice/sort_error_messages  Sort error messages","644","24994","17720","2942","887","1267","922"
"2015-10-30 15:57:00 +0000","Merge pull request #736 from ministryofjustice/status_message_bugs_and_copy  Status message bugs and copy","643","24889","17650","2942","852","1267","922"
"2015-10-30 15:52:01 +0000","Merge pull request #740 from ministryofjustice/disable_smoke_test  TEMPORARILY avoid running smoke test until API error messages have be…","643","24885","17646","2942","852","1267","922"
"2015-10-30 15:29:02 +0000","Merge pull request #738 from ministryofjustice/error_messages  New Error Messages","643","24895","17656","2942","852","1267","922"
"2015-10-30 15:24:00 +0000","Merge pull request #739 from ministryofjustice/style-devise-password-reset-form  Style devise password reset form","631","23960","16963","2917","636","1266","922"
"2015-10-30 13:38:44 +0000","Add verified email to Devise config.mailer_sender","631","23958","16963","2901","636","1266","922"
"2015-10-30 11:53:30 +0000","Rescue from nil GRAPE_SWAGGER_ROOT_URL","631","23958","16963","2901","636","1266","922"
"2015-10-30 11:49:44 +0000","Strip http/https from devise config.mailer_sender setting","631","23958","16963","2901","636","1266","922"
"2015-10-30 11:02:33 +0000","Merge pull request #737 from ministryofjustice/additional-mail-config  Additional config for mailer","631","23958","16963","2901","636","1266","922"
"2015-10-29 15:56:33 +0000","Merge pull request #734 from ministryofjustice/add-smtp-settings  Added AWS SMTP settings","631","23957","16962","2901","636","1266","922"
"2015-10-29 13:45:05 +0000","Merge pull request #732 from ministryofjustice/casual-message-date  Casual message date and design changes","631","23947","16952","2901","636","1266","922"
"2015-10-29 13:15:45 +0000","Merge pull request #731 from ministryofjustice/feedback-zendesk  Zendesk integration for feedback/user satisfaction","631","23934","16943","2899","636","1264","922"
"2015-10-28 16:38:33 +0000","Merge pull request #730 from ministryofjustice/fix-form-labels  Fix form labels on Claims form","630","23806","16820","2894","636","1264","922"
"2015-10-28 12:38:15 +0000","Merge pull request #729 from ministryofjustice/feedback-actions-permissions  Remove restriction for user to be signed in when submitting feedback","630","23810","16820","2898","636","1264","922"
"2015-10-28 09:47:03 +0000","Merge pull request #728 from ministryofjustice/feedback  ok, it looks goo but we want to allow unsigned in people to be able to submit feedback too. but will merege and himal will tweek","630","23798","16808","2898","636","1264","922"
"2015-10-23 08:23:40 +0100","Merge pull request #727 from ministryofjustice/message_presenter  Message presenter","630","23739","16802","2872","634","1239","922"
"2015-10-22 14:59:13 +0100","Merge pull request #726 from ministryofjustice/route-root-feedback-new-action  Add route to route the root route of feedback to feedback#new","628","23712","16770","2877","634","1239","922"
"2015-10-22 13:50:04 +0100","Merge pull request #725 from ministryofjustice/add-zendesk-api-gem-and-config  Zendesk API client and config","628","23710","16768","2877","634","1239","922"
"2015-10-22 11:44:56 +0100","Merge pull request #724 from ministryofjustice/feedback-controller  Feedback controller and model","627","23701","16759","2877","634","1239","922"
"2015-10-22 10:33:34 +0100","Merge pull request #723 from ministryofjustice/allow-checkbox-selection-from-table-row-click  Table row checkbox can be selected by clicking anywhere in the row","621","23647","16707","2875","634","1239","922"
"2015-10-21 17:20:50 +0100","Merge pull request #722 from ministryofjustice/change-demo-data-loading-task  Changed run.sh task for demo data reload","620","23626","16707","2875","634","1239","922"
"2015-10-21 16:35:51 +0100","Merge pull request #721 from ministryofjustice/add-api-key-regeneration  add api key regenerate feature","620","23631","16707","2875","634","1239","922"
"2015-10-21 16:27:14 +0100","Merge pull request #720 from ministryofjustice/update-api-documentation  Update documentation on api boolean params","619","23588","16668","2871","634","1239","922"
"2015-10-21 14:55:16 +0100","Merge pull request #719 from ministryofjustice/remove_data_dump  remove data dump","619","23588","16668","2871","634","1239","922"
"2015-10-21 14:26:02 +0100","Merge pull request #718 from ministryofjustice/remove-scheme-model  Remove Scheme model","645","43333","16681","2871","20366","1239","922"
"2015-10-21 11:20:27 +0100","Merge pull request #716 from ministryofjustice/fix-passwords  db reload to use expected password on accounts","647","43329","16808","2871","20235","1239","922"
"2015-10-21 10:32:00 +0100","Merge pull request #715 from ministryofjustice/fix-smoke-test  update smoke test dropdown endpoint test to use API key","647","43143","16808","2871","20049","1239","922"
"2015-10-21 09:48:03 +0100","Merge pull request #714 from ministryofjustice/add-api-key-authentication  Add api key authentication","647","43142","16807","2871","20049","1239","922"
"2015-10-21 09:19:47 +0100","Merge pull request #713 from ministryofjustice/dumpdir  Dumpdir","645","42893","16575","2854","20049","1239","922"
"2015-10-20 16:47:17 +0100","Merge branch 'caseworker_update_options_bug' into develop  Conflicts: 	app/views/shared/_claim_status.html.haml 	features/claim_status.feature 	features/step_definitions/claim_status_steps.rb","620","42975","16563","2854","20143","1239","922"
"2015-10-20 16:23:44 +0100","Merge pull request #712 from ministryofjustice/vat  Added ""Apply VAT"" to advocate","620","42971","16559","2854","20143","1239","922"
"2015-10-20 15:17:05 +0100","Merge pull request #709 from ministryofjustice/cw-claim-status  Position of Claim status and turning the claim status into radio buttons","619","43341","16544","2854","20528","1239","922"
"2015-10-20 15:11:52 +0100","Merge pull request #711 from ministryofjustice/swagger-footer  Move footer outside the content wrapper so the footer is consistent","619","43336","16544","2849","20528","1239","922"
"2015-10-20 12:02:11 +0100","Merge pull request #706 from ministryofjustice/prevent_zero_value  must save claim before validating total > 0","619","43336","16544","2849","20528","1239","922"
"2015-10-20 10:37:36 +0100","Merge pull request #708 from ministryofjustice/add-api-key-to-chambers  Add api key to chambers","619","43321","16529","2849","20528","1239","922"
"2015-10-19 21:15:49 +0100","Merge pull request #705 from ministryofjustice/add-chamber-management  Add chamber management","618","43132","16505","2844","20368","1239","922"
"2015-10-19 21:08:06 +0100","Merge pull request #707 from ministryofjustice/messages-layout  Move the Claim Actions for the advocate around within the messages.","615","42635","16452","2808","19961","1239","922"
"2015-10-19 17:27:01 +0100","Merge pull request #704 from ministryofjustice/number_to_allocate_bug  enable filtering before quantity allocation","615","42594","16452","2802","19961","1221","922"
"2015-10-19 17:26:07 +0100","Merge pull request #702 from ministryofjustice/select2-matcher  Selects/dropdowns only filter from beginning of string","615","42586","16445","2801","19961","1221","922"
"2015-10-19 16:00:07 +0100","Merge pull request #703 from ministryofjustice/time_limited_transitions  Provide framework for archiving / deleting old claims","614","42572","16445","2801","19961","1221","922"
"2015-10-19 14:42:58 +0100","Merge pull request #701 from ministryofjustice/db_reload  db reload","609","42403","16276","2801","19961","1221","922"
"2015-10-19 12:17:47 +0100","Merge pull request #700 from ministryofjustice/only_low_value  db reload","609","42686","16276","2801","20244","1221","922"
"2015-10-19 11:29:43 +0100","Merge pull request #695 from ministryofjustice/only_low_value  allow caseworker admin to filter for low value claims","609","58561","16276","2801","36119","1221","922"
"2015-10-19 11:11:52 +0100","Merge pull request #699 from ministryofjustice/no-autocomplete-for-email-on-forgot-password  No autocomplete for email field on forgot password page","609","41009","16260","2796","18592","1217","922"
"2015-10-19 10:41:02 +0100","Merge pull request #698 from ministryofjustice/update-claim-cloner  Update cloner to nullify claim submission timestamps","609","41009","16260","2796","18592","1217","922"
"2015-10-16 14:55:50 +0100","Merge pull request #697 from ministryofjustice/add-original-submission-date-to-claim  Add original submission date to claim and rename submitted_at","609","41005","16256","2796","18592","1217","922"
"2015-10-16 14:44:21 +0100","Merge pull request #696 from ministryofjustice/clone-rejected-claims  Clone rejected claims","607","41399","16211","2796","19031","1217","922"
"2015-10-16 13:46:32 +0100","Dummy update to trigger build","604","41186","16002","2792","19031","1217","922"
"2015-10-16 08:48:11 +0100","Merge pull request #692 from ministryofjustice/state_drop_down  Only allow permitted state changes in GUI","604","41186","16002","2792","19031","1217","922"
"2015-10-16 08:47:31 +0100","Merge pull request #694 from ministryofjustice/messages-styling  Messages styling","602","41129","15962","2775","19031","1217","922"
"2015-10-15 20:14:28 +0100","Merge pull request #687 from ministryofjustice/fix-flickering-test  Fix flickering javascript cuke","602","41055","15964","2774","19031","1142","922"
"2015-10-15 13:44:12 +0100","Merge pull request #693 from ministryofjustice/financial-summary-copy  Add ""for last week"" to the financial summary title","602","41044","15953","2774","19031","1142","922"
"2015-10-14 16:56:00 +0100","Merge pull request #691 from ministryofjustice/modify-tandcs  modify TandCs copy","602","41044","15953","2774","19031","1142","922"
"2015-10-14 11:49:29 +0100","Merge pull request #690 from ministryofjustice/validation-advocate-and-creator-in-same-chamber  Validates claim advocate and creator are in the same chamber","602","41044","15953","2774","19031","1142","922"
"2015-10-14 08:37:26 +0100","Merge pull request #688 from ministryofjustice/parse_null_values_from_json  null values in JSON doc cause validation fail against our schema - pa…","602","40997","15906","2774","19031","1142","922"
"2015-10-14 08:36:20 +0100","Merge pull request #689 from ministryofjustice/remove-middle-name-from-backend  Remove middle name from backend","601","40904","15880","2774","19031","1142","855"
"2015-10-13 16:22:52 +0100","Merge pull request #686 from ministryofjustice/align-financial-info-right  align claim total in details page to the right","600","41786","15877","2774","19916","1142","855"
"2015-10-13 10:02:56 +0100","Merge pull request #684 from ministryofjustice/admin_forms_copy  new/edit advocate form does not need dropdowns","600","41781","15877","2774","19916","1137","855"
"2015-10-13 09:22:09 +0100","Merge pull request #683 from ministryofjustice/json_format_validation  Json format validation","600","41779","15877","2772","19916","1137","855"
"2015-10-13 09:06:53 +0100","Merge pull request #685 from ministryofjustice/importer_feedback_copy  pluralize claim in importer feedback only when necessary","600","41774","15875","2772","19916","1137","855"
"2015-10-12 11:21:32 +0100","Merge pull request #682 from ministryofjustice/fix-get-in-touch-copy  modify copy for get in touch footer link","600","41773","15874","2772","19916","1137","855"
"2015-10-12 09:44:21 +0100","Merge pull request #680 from ministryofjustice/fix-validate-total-bug  Fix validate total bug","600","41773","15874","2772","19916","1137","855"
"2015-10-12 08:40:16 +0100","Merge pull request #681 from ministryofjustice/controller-name-as-body-class  Add body class using the controllers name","600","41788","15889","2772","19916","1137","855"
"2015-10-10 20:00:56 +0100","Merge pull request #679 from ministryofjustice/fix-malformed-html  Fix malformed html","600","41782","15889","2766","19916","1137","855"
"2015-10-09 21:38:27 +0100","Merge pull request #678 from ministryofjustice/supporting-evid-upload  Change Supporting docs heading","601","41924","15889","2763","19916","1282","855"
"2015-10-09 21:37:49 +0100","Merge pull request #675 from ministryofjustice/add-tweaked-gds-footer  Add gds footer","601","41924","15889","2763","19916","1282","855"
"2015-10-09 18:47:31 +0100","Merge pull request #676 from ministryofjustice/claim-summary-copy-change  replace fee/expense summary table with copy for nil","601","42245","15889","2738","20307","1267","855"
"2015-10-09 18:43:42 +0100","Merge pull request #677 from ministryofjustice/admin_forms_copy  Admin forms copy","601","42237","15889","2730","20307","1267","855"
"2015-10-09 18:00:12 +0100","Merge pull request #674 from ministryofjustice/fix-form-order  Moving around the fields into a logical order","601","42234","15889","2727","20307","1267","855"
"2015-10-09 17:58:39 +0100","Merge pull request #673 from ministryofjustice/remove-defendant-padding  Remove left padding for defendants on the new claim form","601","42234","15889","2727","20307","1267","855"
"2015-10-09 17:44:16 +0100","Merge pull request #672 from ministryofjustice/consistent-table-copy  Consistent table copy","601","42229","15889","2727","20307","1262","855"
"2015-10-09 17:08:24 +0100","Merge pull request #670 from ministryofjustice/remove_pound_from_headings  Remove pound from headings","601","42225","15889","2727","20302","1263","855"
"2015-10-09 17:07:53 +0100","Merge pull request #671 from ministryofjustice/tax_summary_translations  correct haml error for vat summary translations in headings","601","42225","15889","2727","20302","1263","855"
"2015-10-09 15:40:49 +0100","Merge pull request #668 from ministryofjustice/evidence_warning  simplify evidence warning","601","42221","15889","2723","20302","1263","855"
"2015-10-09 15:40:09 +0100","Merge pull request #669 from ministryofjustice/catch-nan-float-error  Catch NaN error in average processing time calculation","601","42222","15889","2724","20302","1263","855"
"2015-10-09 15:22:44 +0100","Merge pull request #667 from ministryofjustice/admin_actions  change final action button to Save","601","42221","15888","2724","20302","1263","855"
"2015-10-09 14:43:46 +0100","Merge pull request #666 from ministryofjustice/fix-fee-factory  modify fee factory to prevent exceeding max amount validations","601","42221","15888","2724","20302","1263","855"
"2015-10-09 14:33:52 +0100","Merge pull request #662 from ministryofjustice/remove-counts-from-claim-widget  Remove claim counts","601","42213","15880","2724","20302","1263","855"
"2015-10-09 13:28:43 +0100","Merge pull request #660 from ministryofjustice/message_background_and_border_styling  change background and remove border on events in claim history","601","42213","15880","2724","20302","1263","855"
"2015-10-09 12:47:25 +0100","Merge pull request #663 from ministryofjustice/non-specific_updates  omit these atts from versioning","601","42214","15880","2724","20302","1264","855"
"2015-10-09 12:46:56 +0100","Merge pull request #665 from ministryofjustice/add_devunicorn_info  add instructions for using claim import locally","601","42214","15880","2724","20302","1264","855"
"2015-10-09 12:33:25 +0100","Merge pull request #664 from ministryofjustice/clear_file_format_error  remove format errors when other messages regarding import are displayed","601","42214","15880","2724","20302","1264","855"
"2015-10-09 11:55:08 +0100","Merge pull request #661 from ministryofjustice/remove-presentation-of-middle-name  Remove presentation of middle name","601","42213","15880","2724","20302","1264","855"
"2015-10-09 11:23:25 +0100","Merge pull request #659 from ministryofjustice/expense_rounding  stop amounts being displayed as very long decimals in claim history","601","42237","15886","2728","20303","1264","868"
"2015-10-09 11:10:19 +0100","Merge pull request #658 from ministryofjustice/fee_calc_copy  Fee calc copy","601","42237","15886","2728","20303","1264","868"
"2015-10-09 10:17:35 +0100","Merge pull request #657 from ministryofjustice/fix-processing-times-bug  Use most recent claim state transition","601","42238","15886","2728","20304","1264","868"
"2015-10-09 09:34:31 +0100","Merge branch 'remove_rampant_capitalization' into develop  Conflicts: 	app/views/shared/_summary.html.haml","601","42238","15886","2728","20304","1264","868"
"2015-10-09 09:01:18 +0100","Merge pull request #653 from ministryofjustice/top-nav  Top nav should show the user which link they are currently on","601","42202","15886","2763","20233","1264","868"
"2015-10-09 09:00:22 +0100","Merge pull request #654 from ministryofjustice/remove-court-basic-info  Remove stray ""Court"" in the basic info","601","42198","15883","2764","20233","1260","868"
"2015-10-09 09:00:04 +0100","Merge pull request #655 from ministryofjustice/adv-summary-reports  The Financially summary should only be on two lines and fix capitals …","601","42200","15883","2766","20233","1260","868"
"2015-10-09 08:59:38 +0100","Merge pull request #656 from ministryofjustice/claim-summary-headings  Update the claim summary headings size and text","601","42202","15883","2768","20233","1260","868"
"2015-10-08 17:11:14 +0100","Merge pull request #651 from ministryofjustice/widget-and-reporter-updates  Update claim reporter and widgets controller","601","42202","15883","2768","20233","1260","868"
"2015-10-08 16:18:19 +0100","Merge pull request #650 from ministryofjustice/average-processing-time-and-other-metrics  Average processing time and rejected count metrics","601","42184","15865","2768","20233","1260","868"
"2015-10-08 15:31:53 +0100","Merge pull request #649 from ministryofjustice/fix-demo-data  rename file and reload demo data","601","42137","15818","2768","20233","1260","868"
"2015-10-08 15:21:36 +0100","Merge pull request #647 from ministryofjustice/sign-in-notices  Sign in notices are removed.","601","41530","15818","2768","19626","1260","868"
"2015-10-08 15:04:30 +0100","Merge pull request #648 from ministryofjustice/contacts-landing-page  Contacts landing page","601","41530","15818","2768","19626","1260","868"
"2015-10-08 13:30:10 +0100","Merge pull request #646 from ministryofjustice/translation_tasks  add gem for finding missing translations and correct missing translations","600","41500","15805","2758","19626","1253","868"
"2015-10-08 12:53:07 +0100","Merge pull request #645 from ministryofjustice/change-ordering-of-data-in-claims-widget  Change ordering for RAG widget","599","41753","15790","2758","19894","1253","868"
"2015-10-08 12:44:31 +0100","Merge pull request #644 from ministryofjustice/copy_changes  Copy changes","599","41753","15790","2758","19894","1253","868"
"2015-10-08 12:33:01 +0100","Merge pull request #643 from ministryofjustice/error-message-copy-changes  Error message copy changes","599","41749","15790","2758","19894","1249","868"
"2015-10-08 10:57:12 +0100","Merge pull request #642 from ministryofjustice/start-claim-and-casing  Start claim and casing issues in the navigation","599","41749","15790","2759","19893","1249","868"
"2015-10-08 09:21:00 +0100","Merge pull request #641 from ministryofjustice/capitalise-form-validation-hint  Capitalise form validation hint","599","41749","15790","2759","19893","1249","868"
"2015-10-07 17:20:34 +0100","Merge pull request #640 from ministryofjustice/fix-submodel-validation-error-bubbling  Fix submodel validation error bubbling","599","41749","15790","2759","19893","1249","868"
"2015-10-07 16:26:38 +0100","Merge pull request #637 from ministryofjustice/show_determinations_in_history  Show determinations in history","597","40747","15726","2755","18959","1249","868"
"2015-10-07 12:57:45 +0100","Merge pull request #639 from ministryofjustice/show-advocate-name-not-email  amend basic claim info in partial to show advocate name not email","597","40685","15679","2736","18963","1249","868"
"2015-10-07 12:57:25 +0100","Merge pull request #638 from ministryofjustice/json_import_row_format  fix alignment in table","597","40685","15679","2736","18963","1249","868"
"2015-10-07 10:30:57 +0100","Merge pull request #636 from ministryofjustice/autocomplete-off-for-sign-in-form  Turn off autocomplete for sign in form and password field","597","40685","15679","2736","18963","1249","868"
"2015-10-07 09:51:58 +0100","Merge pull request #634 from ministryofjustice/claim-completion-rate-metrics  ""Claim intention"" for tracking metrics on claim completion","597","40685","15679","2736","18963","1249","868"
"2015-10-07 08:48:45 +0100","Merge pull request #635 from ministryofjustice/cw-admin-report-styles  Make all the claims report tables consistant","588","40545","15561","2736","18963","1249","868"
"2015-10-06 16:17:45 +0100","Merge pull request #633 from ministryofjustice/cookie  Add moj cookie message","588","40545","15561","2736","18963","1249","868"
"2015-10-06 11:10:39 +0100","Merge pull request #632 from ministryofjustice/claim_type_cracked_details_bug  check for case type before checking for req cracked dates","588","40544","15561","2736","18963","1249","868"
"2015-10-06 10:38:06 +0100","Merge pull request #631 from ministryofjustice/fix-fixed-fee-logic  Fix fixed fee logic","588","40544","15561","2736","18963","1249","868"
"2015-10-06 10:11:01 +0100","Merge pull request #630 from ministryofjustice/add-cw-archive  Add cw archive","588","40544","15562","2736","18963","1248","868"
"2015-10-06 08:46:51 +0100","Merge pull request #629 from ministryofjustice/amount_assessed  Amount assessed","586","40018","15510","2722","18504","1247","868"
